organism,risk_group,notes,source_url,query_term
Simian sarcoma viruses (SSV),3,PM,https://my.absa.org/RiskGroups,retroviridae
Snake sarcoma viruses,3,,https://my.absa.org/RiskGroups,retroviridae
Australian bat lyssavirus,3,VR,https://my.absa.org/RiskGroups,rhabdoviridae
Bovine ephemeral fever virus,3,t2 | PM,https://my.absa.org/RiskGroups,rhabdoviridae
Duvenhage virus,3,"RG 2 in animals | **, PHV | Classified under SAPO Rabies vaccine provides protection",https://my.absa.org/RiskGroups,rhabdoviridae
"Eel rhabdovirus (EVA, EVX, B12, C26)",2,"t2 | PM, TEN",https://my.absa.org/RiskGroups,rhabdoviridae
Egtved virus (Viral hemorrhagic septicemia virus),3,t2 | PM,https://my.absa.org/RiskGroups,rhabdoviridae
Infectious hematopoietic necrosis virus,4,t2 | PM,https://my.absa.org/RiskGroups,rhabdoviridae
Invertebrate lyssaviruses,2,,https://my.absa.org/RiskGroups,rhabdoviridae
Invertebrate vesiculoviruses (other),2,,https://my.absa.org/RiskGroups,rhabdoviridae
Mokola virus,3,RG 2 in animals | PHV | Classified under SAPO Rabies vaccine provides protection,https://my.absa.org/RiskGroups,rhabdoviridae
Pike fry rhabdovirus,2,"t2 | PM, TEN",https://my.absa.org/RiskGroups,rhabdoviridae
Piry,3,RG 2 in animals | PHV,https://my.absa.org/RiskGroups,rhabdoviridae
Rabies virus,3,"All strains | VR (fixed strain (CVS II)) | (**), V | **, PHV | *",https://my.absa.org/RiskGroups,rhabdoviridae
Spring viremia of carp virus,3,"t2 | PM, TEN",https://my.absa.org/RiskGroups,rhabdoviridae
Vertebrate lyssaviruses,2,Classified under SAPO Rabies vaccine provides protection,https://my.absa.org/RiskGroups,rhabdoviridae
Vertebrate vesiculoviruses (other),2,,https://my.absa.org/RiskGroups,rhabdoviridae
Vesicular stomatitis virus,3,"Except non exotic strains (Listed in Appendix B-II-D): VSV-Indiana 1 serotype strains (e.g. Glasgow, Mudd-Summers, Orsay, San Juan) and VSV-New Jersey serotype strains (e.g. Ogden, Hazelhurst) (RG2) | Human RG 2 except Alagoas (3) | Chandipura and Piry viruses are classified as Risk Group 3 human pathogens. Indiana, Cocal, Alagoas, New Jersey, Isfahan and Maraba viruses are classified as Risk Group 2 human pathogens. Vesicular Stomatitis Virus is classified as Risk Group 3 since the species includes Risk Group 3 serotypes. | Excpet Indiana vesticulovirus and New Jersey vesiculovirus | EPD, PHV",https://my.absa.org/RiskGroups,rhabdoviridae
seeberi,2,"Protozoa; Choanozoa Mesomycetozoea | v, h",https://my.absa.org/RiskGroups,rhinosporidium
micosporus,2,"v, h; R. oligosporus, obsolete synonym R. rhizopodiformis, obsolete synonym",https://my.absa.org/RiskGroups,rhizopus
oryzae,2,A | (obsolete) R. arrhizus,https://my.absa.org/RiskGroups,rhizopus
spp,2,for microsporus,https://my.absa.org/RiskGroups,rhizopus
tsutsugamushi,3,Formerly R. tsutsugamushi | Z | (old name Rickettsia tsutsugamushi),https://my.absa.org/RiskGroups,rickettsia
aeschlimannii,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
africae,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
akari,3,: (*) | ** | Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
australis,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
belii,3,t | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
canadensis,3,: (*) | ** | Z | Formerly Rickettsia canada | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
conorii,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
helvetica,3,Z | Rickettsia - all species | PV,https://my.absa.org/RiskGroups,rickettsia
honei,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
japonica,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
massiliae,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
montanensis,3,: (*) | ** | Z | formerly Rickettsia canadensis | Rickettsia - all species | PV?**,https://my.absa.org/RiskGroups,rickettsia
mooseri,3,Rickettsia - all species | See Rickettsia typhi,https://my.absa.org/RiskGroups,rickettsia
parkeri,3,Z | Rickettsia - all species | PV,https://my.absa.org/RiskGroups,rickettsia
prowazekii,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
rhipicephali,3,t | Rickettsia - all species | PV?,https://my.absa.org/RiskGroups,rickettsia
rickettsii,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
siberica,3,Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
spp.,3,Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
tsutsugamushi,3,Rickettsia - all species | Refer to :Orientia tsutsugamushi,https://my.absa.org/RiskGroups,rickettsia
typhi (mooseri),3,Rickettsia mooseri | Z | Rickettsia - all species,https://my.absa.org/RiskGroups,rickettsia
columbina,2,t,https://my.absa.org/RiskGroups,riemerella
abortusequi,2,RG 3 in animals,https://my.absa.org/RiskGroups,salmonella
abortusovis,2,RG 3 in animals,https://my.absa.org/RiskGroups,salmonella
arizonae,2,Z,https://my.absa.org/RiskGroups,salmonella
choleraesuis,2,"('enterica') subsp. bongori, subsp. choleraesuis) (all serovars of  subsp. I, e.g. SalmonellaParatyphi A,B,C, Salmonella Enteritidis in Group 2; exception: Salmonella typhi.",https://my.absa.org/RiskGroups,salmonella
choleraesuis,2,"('enterica') subsp. arizonae (Salmonella arizonae), subsp. diarizonae, houtenae,  indica, salamae",https://my.absa.org/RiskGroups,salmonella
dublin,2,RG 3 in animals,https://my.absa.org/RiskGroups,salmonella
enteritidis,2,Z,https://my.absa.org/RiskGroups,salmonella
gallinarum,2,RG 3 in animals,https://my.absa.org/RiskGroups,salmonella
gallinarum-pullorum,2,RG 3 in animals,https://my.absa.org/RiskGroups,salmonella
(other serovars),2,,https://my.absa.org/RiskGroups,salmonella
meleagridis,2,,https://my.absa.org/RiskGroups,salmonella
"paratyphi, A, B, C, S",3,"(A, B, C only) | EC: V (type A, B, C) | V | (Type A, B, C)",https://my.absa.org/RiskGroups,salmonella
pullorum,2,RG 3 in animals,https://my.absa.org/RiskGroups,salmonella
spp.,2,Australia (all spp. and serovars) | (Animal pathogens are RG 3) | (Other serovars),https://my.absa.org/RiskGroups,salmonella
typhi,3,"b,c | (*) | (**), V | V | **",https://my.absa.org/RiskGroups,salmonella
typhimurium,2,"Z | Exceptions are  derivates of strain LT2 with stable mutations in the genes aroA, galE oder cya und crp (e.g. strains for Ames Test TA 98, TA 100, TA 1535, TA1530, TA 2631)",https://my.absa.org/RiskGroups,salmonella
enterica,2,"Formerly Salmonella choleraesuis. The risk group associated with Salmonella enterica ssp. reflects the species as a whole, but does not necessarily reflect the risk group classification of every subspecies.",https://my.absa.org/RiskGroups,salmonella
inulinus,2,t+ | PV?,https://my.absa.org/RiskGroups,sanguibacter
keddieii,2,t+ | PV?,https://my.absa.org/RiskGroups,sanguibacter
suarezii,2,t+ | PV?,https://my.absa.org/RiskGroups,sanguibacter
suihominis,2,syn. Sarcocystis hominis | Z,https://my.absa.org/RiskGroups,sarcocystis
proliferans,2,See Scedosporium spp. | inflatum,https://my.absa.org/RiskGroups,scedosporium
prolificans,2,for spp | Scedosporium inflatum | h,https://my.absa.org/RiskGroups,scedosporium
haematobium,2,"Schistosoma spp. | Z | AHH, ZOP",https://my.absa.org/RiskGroups,schistosoma
intercalatum,2,"Schistosoma spp. | Z | AHH, ZOP",https://my.absa.org/RiskGroups,schistosoma
japonicum,2,"Schistosoma spp. | Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,schistosoma
mansoni,2,Schistosoma spp. | Z | AHH,https://my.absa.org/RiskGroups,schistosoma
mekongi,2,"Schistosoma spp. | Z | AHH, ZOP",https://my.absa.org/RiskGroups,schistosoma
artemidis,2,,https://my.absa.org/RiskGroups,selenomonas
dianae,2,,https://my.absa.org/RiskGroups,selenomonas
flueggei,2,,https://my.absa.org/RiskGroups,selenomonas
infelix,2,,https://my.absa.org/RiskGroups,selenomonas
noxia,2,,https://my.absa.org/RiskGroups,selenomonas
spp.,2,See Brachispira spp,https://my.absa.org/RiskGroups,serpulina
grimesii,2,,https://my.absa.org/RiskGroups,serratia
marcescens,2,,https://my.absa.org/RiskGroups,serratia
proteamaculans,2,"n | PI, (including subsp. proteamaculans)",https://my.absa.org/RiskGroups,serratia
rubidaea,2,n | PI,https://my.absa.org/RiskGroups,serratia
algae,2,,https://my.absa.org/RiskGroups,shewanella
boydii,2,,https://my.absa.org/RiskGroups,shigella
dysenteriae,2,(other than type 1) | other than type 1 | (not type 1) | (not serovar 1 which is RG 3!),https://my.absa.org/RiskGroups,shigella
dysenteriae (Type 1),3,"(*) T | (**), T | T | ** (serovar 1) | T (Other than Type 1 are RG 2)",https://my.absa.org/RiskGroups,shigella
flexneri,2,ht,https://my.absa.org/RiskGroups,shigella
sonnei,2,ht,https://my.absa.org/RiskGroups,shigella
necrophorus,2,,https://my.absa.org/RiskGroups,sphaerophorus
parapaucimobilis,2,,https://my.absa.org/RiskGroups,sphingomonas
mirum,2,t | PV,https://my.absa.org/RiskGroups,spiroplasma
brevicatena,2,TMP,https://my.absa.org/RiskGroups,sporichthya
schenckii,2,"G | Sporotrichum schenkii | t | h,v",https://my.absa.org/RiskGroups,sporothrix
aureus,2,"ht | including subsp. anaerobius, aureus) | Toxigenic",https://my.absa.org/RiskGroups,staphylococcus
caprae,2,ht,https://my.absa.org/RiskGroups,staphylococcus
epidermidis,2,ht,https://my.absa.org/RiskGroups,staphylococcus
haemolyticus,2,ht,https://my.absa.org/RiskGroups,staphylococcus
hyicus,2,t | PV,https://my.absa.org/RiskGroups,staphylococcus
intermedius,2,Z | PV,https://my.absa.org/RiskGroups,staphylococcus
lugdunensis,2,,https://my.absa.org/RiskGroups,staphylococcus
lutrae,2,t | PV,https://my.absa.org/RiskGroups,staphylococcus
pasteuri,2,,https://my.absa.org/RiskGroups,staphylococcus
saprophyticus,2,,https://my.absa.org/RiskGroups,staphylococcus
saprophyticus subsp. bovis,2,PV?,https://my.absa.org/RiskGroups,staphylococcus
saprophyticus subsp. saprophyticus,2,,https://my.absa.org/RiskGroups,staphylococcus
schleiferi,2,"ht | PV, (including ubsp. coagulans,  schleiferi)",https://my.absa.org/RiskGroups,staphylococcus
africana,2,,https://my.absa.org/RiskGroups,stenotrophomonas
maltophilia,2,ht | (Xanthomonas maltophilia),https://my.absa.org/RiskGroups,stenotrophomonas
moniliformis,2,Z,https://my.absa.org/RiskGroups,streptobacillus
acidominimus,2,ht,https://my.absa.org/RiskGroups,streptococcus
agalactiae,2,Streptococcus difficilis | ht,https://my.absa.org/RiskGroups,streptococcus
anginosus,2,ht,https://my.absa.org/RiskGroups,streptococcus
bovis,2,,https://my.absa.org/RiskGroups,streptococcus
constellatus,2,,https://my.absa.org/RiskGroups,streptococcus
difficilis,2,PV,https://my.absa.org/RiskGroups,streptococcus
dysgalactiae,2,"ht (subsp. dysgalactiae, equisimilis) | PV (including subsp.  dysgalactiae, equisimilis)",https://my.absa.org/RiskGroups,streptococcus
equi subsp. equi,3,ht,https://my.absa.org/RiskGroups,streptococcus
equi subsp. zooepidemicus,2,ht,https://my.absa.org/RiskGroups,streptococcus
equinus,2,ht,https://my.absa.org/RiskGroups,streptococcus
gallolyticus,2,ht,https://my.absa.org/RiskGroups,streptococcus
iniae,2,Z,https://my.absa.org/RiskGroups,streptococcus
intermedius,2,ht,https://my.absa.org/RiskGroups,streptococcus
mitis,2,,https://my.absa.org/RiskGroups,streptococcus
mutans,2,,https://my.absa.org/RiskGroups,streptococcus
parasanguinis,2,,https://my.absa.org/RiskGroups,streptococcus
phocae,2,t | PV,https://my.absa.org/RiskGroups,streptococcus
pneumoniae,2,"ht, T, V",https://my.absa.org/RiskGroups,streptococcus
porcinus,2,ht,https://my.absa.org/RiskGroups,streptococcus
pyogenes,2,"T, Z",https://my.absa.org/RiskGroups,streptococcus
salivarius,2,TA | (Streptococcus salivarius subsp. salivarius),https://my.absa.org/RiskGroups,streptococcus
sobrinus,2,,https://my.absa.org/RiskGroups,streptococcus
somaliensis,2,,https://my.absa.org/RiskGroups,streptococcus
suis,2,Z,https://my.absa.org/RiskGroups,streptococcus
uberis,2,ht | PIIC,https://my.absa.org/RiskGroups,streptococcus
stercoralis,2,G | Z | AHH,https://my.absa.org/RiskGroups,strongyloides
wadsworthensis,2,,https://my.absa.org/RiskGroups,sutterella
endobioticum,2,"p, b)",https://my.absa.org/RiskGroups,synchytrium
saginata,2,"G | Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,taenia
solium,3,"G | * | (**) | Z | AAH, AHH, OST, PIH, ZOP, **",https://my.absa.org/RiskGroups,taenia
ptyseos,2,,https://my.absa.org/RiskGroups,tatumella
deminutus,2,Z | AAH AHH ZOP,https://my.absa.org/RiskGroups,ternidens
annulata,3,t2,https://my.absa.org/RiskGroups,theileria
parva,3,t2,https://my.absa.org/RiskGroups,theileria
Alphaviruses,3,,https://my.absa.org/RiskGroups,togaviridae
Aura virus,2,PM,https://my.absa.org/RiskGroups,togaviridae
Barmah Forest,2,PM,https://my.absa.org/RiskGroups,togaviridae
Bebaru virus,2,PHV,https://my.absa.org/RiskGroups,togaviridae
Cabassou virus,3,PHV,https://my.absa.org/RiskGroups,togaviridae
Chikungunya virus,3,Except the vaccine strain 181/25 listed in Appendix B-II-D Risk Group2 (RG2) – Viruses | (**) | ** PHV | *,https://my.absa.org/RiskGroups,togaviridae
Eastern equine encephalitis virus,3,V | PHV | Classified under SAPO,https://my.absa.org/RiskGroups,togaviridae
Equine viral arteritis,2,,https://my.absa.org/RiskGroups,togaviridae
Everglade virus,3,(**) | ** PHV | *,https://my.absa.org/RiskGroups,togaviridae
Getah virus,3,t3 | PM,https://my.absa.org/RiskGroups,togaviridae
Kyzylagach virus,3,t3 | PHV,https://my.absa.org/RiskGroups,togaviridae
Mayaro virus,3,"Containment Level 3 facilities, equipment, and operational practices for work involving infectious or potentially infectious materials, animals, or cultures. | PHV",https://my.absa.org/RiskGroups,togaviridae
Middelburg virus,3,PHV,https://my.absa.org/RiskGroups,togaviridae
Mucambo virus,3,(**) | ** PHV | *,https://my.absa.org/RiskGroups,togaviridae
Ndumu virus,3,PHV,https://my.absa.org/RiskGroups,togaviridae
O'Nyong-Nyong virus,2,Biosafety level 2 practices and containment equipment for all activities involving the virus and potentially infectious body fluids or tissues | PHV,https://my.absa.org/RiskGroups,togaviridae
Ross river virus,2,PHV,https://my.absa.org/RiskGroups,togaviridae
Rubella virus,2,"V, X | V, Rubivirus | PH | V",https://my.absa.org/RiskGroups,togaviridae
Rubivirus,2,V | PH,https://my.absa.org/RiskGroups,togaviridae
Sagiyama virus,3,PHV | Subspecies of Ross River virus,https://my.absa.org/RiskGroups,togaviridae
Semliki forest virus,3,"NULL; see previous edition | PHV, VEC",https://my.absa.org/RiskGroups,togaviridae
Sindbis virus,2,"PHV, VEC",https://my.absa.org/RiskGroups,togaviridae
Tonate virus,3,"(**) | **, PHV",https://my.absa.org/RiskGroups,togaviridae
Venezuelan equine encephalitis virus,3,"Except the vaccine strains TC-83 and V3526, see Appendix B-II-D (RG2) – Viruses | V | PHV",https://my.absa.org/RiskGroups,togaviridae
Western equine encephalitis virus,3,V | PHV,https://my.absa.org/RiskGroups,togaviridae
Toroviridae,2,t2 | PM,https://my.absa.org/RiskGroups,toroviridae
canis,2,"G | Toxocara canis, Toxocara cati | Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,toxocara
cati,2,"syn. Toxocara mystax | Toxocara canis, Toxocara cati | Z | AAH AHH ZOP",https://my.absa.org/RiskGroups,toxocara
spp,2,AAH,https://my.absa.org/RiskGroups,toxocara
gondii,2,"X | RG 3 in animals | Z | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,toxoplasma
amylovorum,2,,https://my.absa.org/RiskGroups,treponema
carateum,2,,https://my.absa.org/RiskGroups,treponema
denticola,2,ht,https://my.absa.org/RiskGroups,treponema
lecithinolyticum,2,,https://my.absa.org/RiskGroups,treponema
maltophilum,2,,https://my.absa.org/RiskGroups,treponema
medium,2,,https://my.absa.org/RiskGroups,treponema
pallidum,2,,https://my.absa.org/RiskGroups,treponema
paraluiscuniculi,2,t | PV,https://my.absa.org/RiskGroups,treponema
pectinovorum,2,,https://my.absa.org/RiskGroups,treponema
pertenue,2,,https://my.absa.org/RiskGroups,treponema
socranskii,2,"(including subsp. buccale,  paredis, socranskii)",https://my.absa.org/RiskGroups,treponema
vincentii,2,,https://my.absa.org/RiskGroups,treponema
nativa,2,RG 3 in animals | Trichinella spp. | Z,https://my.absa.org/RiskGroups,trichinella
nelsoni,2,RG 3 in animals | Trichinella spp. | Z,https://my.absa.org/RiskGroups,trichinella
pseudospiralis,2,RG 3 in animals | Trichinella spp. | Z,https://my.absa.org/RiskGroups,trichinella
spiralis,2,"G | RG 3 in animals | Trichinella spp. | Z | AAH, AHH, ZOP | Classified under SAPO",https://my.absa.org/RiskGroups,trichinella
spp,2,"Trichinella spp. | AAH, AHH, ZOP",https://my.absa.org/RiskGroups,trichinella
vaginalis,2,AHH,https://my.absa.org/RiskGroups,trichomonas
concentricum,2,See Trichophyton spp. | h,https://my.absa.org/RiskGroups,trichophyton
equinum,2,"See Trichophyton spp. | v,h",https://my.absa.org/RiskGroups,trichophyton
gourvilii,2,See Trichophyton spp. | v,https://my.absa.org/RiskGroups,trichophyton
megnini,2,See Trichophyton spp. | v,https://my.absa.org/RiskGroups,trichophyton
mentagrophytes,2,"See Trichophyton spp. | t, Z | h.v",https://my.absa.org/RiskGroups,trichophyton
quinckeanum,2,(obsolete) T. mentagrophytes | for spp,https://my.absa.org/RiskGroups,trichophyton
rubrum,2,Trichophyton raubitschekii | A | h,https://my.absa.org/RiskGroups,trichophyton
schoenleinii,2,See Trichophyton spp. | h,https://my.absa.org/RiskGroups,trichophyton
soudanense,2,See Trichophyton spp. | h,https://my.absa.org/RiskGroups,trichophyton
tonsurans,2,"See Trichophyton spp. | A, t | h; T. sulphureum, obsolete synonym",https://my.absa.org/RiskGroups,trichophyton
verrucosum,2,"See Trichophyton spp. | A, t, Z | v,h",https://my.absa.org/RiskGroups,trichophyton
violoaceum,2,See Trichophyton spp. | h,https://my.absa.org/RiskGroups,trichophyton
yaoundei,2,See Trichophyton spp. | h,https://my.absa.org/RiskGroups,trichophyton
colubriformis,2,Z,https://my.absa.org/RiskGroups,trichostrongylus
orientalis,2,Z,https://my.absa.org/RiskGroups,trichostrongylus
spp,2,AAH AHH ZOP,https://my.absa.org/RiskGroups,trichostrongylus
trichiura,2,Z | AHH,https://my.absa.org/RiskGroups,trichuris
brucei brucei,2,"C, G | RG 3 in animals | Trypanosoma brucei | AHH | Classified under SAPO",https://my.absa.org/RiskGroups,trypanosoma
brucei gambiense,2,"C, G | Trypanosoma brucei | Z | **, AHH, OST, IVE, ZOP",https://my.absa.org/RiskGroups,trypanosoma
brucei rhodesiense,3,"C, G | * | Trypanosoma brucei | (**) | Z | **, AHH, OST, IVE, ZOP",https://my.absa.org/RiskGroups,trypanosoma
cruzi,3,"C, G | Z | AHH, ZOP",https://my.absa.org/RiskGroups,trypanosoma
rangeli,2,Z,https://my.absa.org/RiskGroups,trypanosoma
inchonensis,2,,https://my.absa.org/RiskGroups,tsukamurella
pulmonis,2,,https://my.absa.org/RiskGroups,tsukamurella
tyrosinosolvens,2,,https://my.absa.org/RiskGroups,tsukamurella
otitidis,2,,https://my.absa.org/RiskGroups,turicella
Hepatitis viruses,3,"**, D | *",https://my.absa.org/RiskGroups,unclassified
diversum,2,t | PV,https://my.absa.org/RiskGroups,ureaplasma
gallorale,2,t | PV,https://my.absa.org/RiskGroups,ureaplasma
salmoninarum,2,t2 | PV,https://my.absa.org/RiskGroups,vagococcus
jacobsoni,3,Varroasis | AAH (Varroa destructor old name Varroa jacobsoni),https://my.absa.org/RiskGroups,varroa
parvula,2,"lower priority synonyms: Veillonella alcalescens, Veillonella alcalescens subsp. alcalescens Veillonella",https://my.absa.org/RiskGroups,veillonella
carchariae,2,PV,https://my.absa.org/RiskGroups,vibrio
cholerae,2,"T | Including El Tor | T, V, Z | T, V (including El Tor)",https://my.absa.org/RiskGroups,vibrio
cincinnatiensis,2,,https://my.absa.org/RiskGroups,vibrio
fluvialis,2,Z,https://my.absa.org/RiskGroups,vibrio
furnissii,2,Z,https://my.absa.org/RiskGroups,vibrio
hollisae,2,,https://my.absa.org/RiskGroups,vibrio
ichthyoenteri,2,t2 | PV,https://my.absa.org/RiskGroups,vibrio
metschnikovii,2,Z,https://my.absa.org/RiskGroups,vibrio
mimicus,2,Z,https://my.absa.org/RiskGroups,vibrio
ordalii,2,t2 | PV,https://my.absa.org/RiskGroups,vibrio
salmonicida,2,PV,https://my.absa.org/RiskGroups,vibrio
trachuri,2,PV,https://my.absa.org/RiskGroups,vibrio
chondrophila,2,t,https://my.absa.org/RiskGroups,waddlia
bancroftii,2,AHH,https://my.absa.org/RiskGroups,wuchereria
arboricola pv. corylina,3,p2 | PP; QUA,https://my.absa.org/RiskGroups,xanthomonas
arboricola pv. pruni,1,p2,https://my.absa.org/RiskGroups,xanthomonas
campestris pv. orizicola,2,p | PP; QUA,https://my.absa.org/RiskGroups,xanthomonas
campestris pv. oryzae,2,p | PP; QUA,https://my.absa.org/RiskGroups,xanthomonas
fragariae,2,p2 | PP; QUA,https://my.absa.org/RiskGroups,xanthomonas
translucens pv. translucens,2,p2 | PP,https://my.absa.org/RiskGroups,xanthomonas
vesicatoria pv. vesicatoria,2,p2,https://my.absa.org/RiskGroups,xanthomonas
oryzae,2,p | PP; QUA,https://my.absa.org/RiskGroups,xanthomonas
ampelinus,2,p2 | PP; QUA (Xanthomonas ampelina),https://my.absa.org/RiskGroups,xanthomonas
fastidiosa,3,Plant pathogen; aka Pierce's Disease | p2 | PP: QUA,https://my.absa.org/RiskGroups,xylella
enterocolitica,2,Z,https://my.absa.org/RiskGroups,yersinia
frederiksenii,2,Z,https://my.absa.org/RiskGroups,yersinia
intermedia,2,Z,https://my.absa.org/RiskGroups,yersinia
kristensenii,2,Z,https://my.absa.org/RiskGroups,yersinia
pestis,3,"Except pgm(–) strains (lacking the 102 kb pigmentation locus) and lcr(–) strains (lacking the LCR plasmid) (RG2) | V | V, Z | Except for the attenuated strains devoid of: PGM LOCUS [EV76 STRAIN] & 75 KB LOW-CALCIUM RESPONSE VIRULENCE PLASMID [TJIWIDEJ S STRAIN",https://my.absa.org/RiskGroups,yersinia
pseudotuberculosis,2,Z | (Yersinia pseudotuberculosis subsp. pestis RG 3?),https://my.absa.org/RiskGroups,yersinia
pseudotuberculosis subsp. pestis,3,,https://my.absa.org/RiskGroups,yersinia
rohdei,1,+ | PIIC,https://my.absa.org/RiskGroups,yersinia
ruckeri,3,t2 | PV,https://my.absa.org/RiskGroups,yersinia
spp.,2,Australia (except Y. pestis),https://my.absa.org/RiskGroups,yersinia
